model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes,meankfold
lgbm_base,kr-vs-kp,64,64,8,0.0,0.9890453834115805,0.0,0.9828125,3676,0.97847969667319
ccp,kr-vs-kp,4,4,8,0.0,0.8390731562639293,0.0,0.965625,306,0.9683051002935421
lgbm_quant,kr-vs-kp,64,64,8,0.0,0.9894366197183099,0.0,0.9828125,3676,0.97847969667319
cegb,breastcancer,16,7,2,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
ccp,kr-vs-kp,8,8,4,0.015625,0.7754999138010299,0.0,0.9359375,56,0.9420965325342466
ccp,kr-vs-kp,1,1,8,0.0625,1.3847633119176872,0.0,0.5328125,1,0.519554947407045
ccp,kr-vs-kp,4,4,1,0.0625,1.3847633119176872,0.0,0.5328125,4,0.519554947407045
cegb,kr-vs-kp,2,2,1,0.015625,0.6604068857589984,0.0,0.6609375,6,0.5590409430039138
cegb,kr-vs-kp,128,33,2,0.015625,0.9420970266040689,0.0,0.9359375,205,0.9420965325342466
cegb,breastcancer,8,8,2,0.0625,0.9428571428571428,0.0,0.8859649122807017,44,0.9252747252747252
ccp,kr-vs-kp,16,16,2,0.25,1.3847633119176872,0.0,0.5328125,16,0.519554947407045
ccp,kr-vs-kp,16,16,1,0.0,1.0196192233289232,0.0,0.9140625,48,0.9018002385029353
ccp,kr-vs-kp,32,32,2,0.0,0.5046754747079347,0.0,0.9359375,222,0.9420965325342466
cegb,kr-vs-kp,64,1,8,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,breastcancer,256,30,4,0.015625,0.9956043956043956,0.0,0.9385964912280702,274,0.9538461538461538
cegb,breastcancer,1,1,8,0.0625,0.6395604395604395,0.0,0.5789473684210527,7,0.6395604395604396
lgbm_base,kr-vs-kp,64,64,4,0.0,0.9667449139280125,0.0,0.959375,1474,0.9628317636986301
lgbm_quant,kr-vs-kp,64,64,4,0.0,0.9667449139280125,0.0,0.959375,1474,0.9628317636986301
cegb,breastcancer,256,7,1,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
ccp,kr-vs-kp,1,1,4,0.25,1.3847633119176872,0.0,0.5328125,1,0.519554947407045
cegb,kr-vs-kp,8,8,2,0.0625,0.9017996870109546,0.0,0.9140625,48,0.9018002385029353
ccp,breastcancer,1,1,2,0.03125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
cegb,kr-vs-kp,16,1,2,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,kr-vs-kp,1,1,2,0.0,0.7738654147104851,0.0,0.7921875,7,0.7738648177592955
cegb,breastcancer,128,32,2,0.015625,0.989010989010989,0.0,0.9385964912280702,204,0.9582417582417582
ccp,kr-vs-kp,2,2,4,0.0,1.1080341906174886,0.0,0.9359375,34,0.9420965325342466
cegb,kr-vs-kp,16,8,4,0.0625,0.9420970266040689,0.0,0.9359375,80,0.9420965325342466
cegb,breastcancer,128,21,1,0.0625,0.9494505494505494,0.0,0.8947368421052632,63,0.9318681318681318
lgbm_base,breastcancer,1024,652,2,0.0,1.0,0.0,0.956140350877193,3586,0.9743589743589745
lgbm_base,kr-vs-kp,16,16,1,0.0,0.9017996870109546,0.0,0.9140625,48,0.9018002385029353
lgbm_quant,kr-vs-kp,16,16,1,0.0,0.9017996870109546,0.0,0.9140625,48,0.9018002385029353
cegb,kr-vs-kp,4,4,1,0.0625,0.7515649452269171,0.0,0.7671875,12,0.814129005626223
lgbm_base,kr-vs-kp,2,2,4,0.0,0.9420970266040689,0.0,0.9359375,42,0.9420965325342466
lgbm_quant,kr-vs-kp,2,2,4,0.0,0.9420970266040689,0.0,0.9359375,42,0.9420965325342466
cegb,kr-vs-kp,64,64,1,0.015625,0.939358372456964,0.0,0.934375,192,0.9397489603718199
ccp,breastcancer,1,1,4,0.015625,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
cegb,kr-vs-kp,1,1,8,0.0625,0.9420970266040689,0.0,0.9359375,13,0.9460104268590998
cegb,kr-vs-kp,32,8,8,0.0625,0.9420970266040689,0.0,0.9359375,100,0.9460104268590998
lgbm_base,kr-vs-kp,4,4,8,0.0,0.9671361502347418,0.0,0.965625,216,0.9557829317514676
lgbm_quant,kr-vs-kp,4,4,8,0.0,0.9671361502347418,0.0,0.965625,216,0.9557829317514676
ccp,kr-vs-kp,16,16,4,0.0625,1.3847633119176872,0.0,0.5328125,16,0.519554947407045
ccp,kr-vs-kp,8,8,2,0.0625,1.3847633119176872,0.0,0.5328125,8,0.519554947407045
cegb,breastcancer,4,4,2,0.015625,0.9340659340659341,0.0,0.8859649122807017,28,0.9098901098901099
ccp,kr-vs-kp,4,4,2,0.015625,1.0955478661413365,0.0,0.9140625,22,0.9018002385029353
cegb,kr-vs-kp,256,10,2,0.0625,0.9017996870109546,0.0,0.9140625,60,0.9018002385029353
cegb,kr-vs-kp,16,16,1,0.0,0.9017996870109546,0.0,0.9140625,48,0.9018002385029353
lgbm_base,kr-vs-kp,256,256,1,0.0,0.9428794992175273,0.0,0.9375,768,0.943662854696673
lgbm_quant,kr-vs-kp,256,256,1,0.0,0.9428794992175273,0.0,0.9375,768,0.943662854696673
cegb,kr-vs-kp,512,512,1,0.0,0.9499217527386542,0.0,0.946875,1536,0.9475729268590998
ccp,breastcancer,2,2,1,0.0,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
cegb,kr-vs-kp,16,16,8,0.015625,0.9683098591549296,0.0,0.965625,476,0.9600882155088062
cegb,kr-vs-kp,128,128,8,0.0,0.9956964006259781,0.0,0.9796875,7736,0.983177134295499
cegb,breastcancer,128,128,8,0.0,1.0,0.0,0.9473684210526315,4744,0.9670329670329669
cegb,breastcancer,512,20,4,0.0625,0.9604395604395605,0.0,0.9035087719298246,92,0.945054945054945
cegb,breastcancer,64,64,4,0.0,1.0,0.0,0.9473684210526315,1194,0.9626373626373625
cegb,kr-vs-kp,64,64,4,0.0,0.9687010954616588,0.0,0.9609375,1412,0.965180100293542
cegb,kr-vs-kp,512,1,2,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,kr-vs-kp,256,1,1,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
ccp,breastcancer,2,2,2,0.25,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
cegb,breastcancer,1024,1024,2,0.0,1.0,0.0,0.9385964912280702,4844,0.9802197802197803
ccp,kr-vs-kp,32,32,4,0.25,1.3847633119176872,0.0,0.5328125,32,0.519554947407045
ccp,kr-vs-kp,8,8,1,0.25,1.3847633119176872,0.0,0.5328125,8,0.519554947407045
cegb,breastcancer,512,7,2,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
cegb,kr-vs-kp,512,8,4,0.0625,0.9420970266040689,0.0,0.9359375,80,0.9420965325342466
cegb,breastcancer,256,20,2,0.0625,0.9626373626373627,0.0,0.9035087719298246,84,0.9384615384615383
ccp,kr-vs-kp,64,64,1,0.015625,0.990676125846111,0.0,0.9140625,100,0.9018002385029353
cegb,breastcancer,512,512,1,0.0,1.0,0.0,0.9473684210526315,1536,0.9670329670329669
lgbm_base,kr-vs-kp,512,512,2,0.0,0.9823943661971831,0.0,0.9828125,3564,0.9651938600782781
ccp,kr-vs-kp,32,32,8,0.0625,1.3847633119176872,0.0,0.5328125,32,0.519554947407045
ccp,kr-vs-kp,64,64,4,0.0,0.148203499408061,0.0,0.975,1674,0.9690894080234834
lgbm_quant,kr-vs-kp,512,512,2,0.0,0.9823943661971831,0.0,0.9828125,3564,0.9651938600782781
ccp,kr-vs-kp,16,16,8,0.015625,0.7754998759228089,0.0,0.9359375,64,0.9420965325342466
ccp,breastcancer,2,2,8,0.015625,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
cegb,breastcancer,1024,7,4,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
ccp,breastcancer,2,2,4,0.0625,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,kr-vs-kp,128,128,2,0.015625,0.9198627693321889,0.0,0.9140625,164,0.9018002385029353
cegb,kr-vs-kp,1024,1024,2,0.0,0.991001564945227,0.0,0.9890625,7166,0.9792609466731899
cegb,kr-vs-kp,1024,1,4,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
ccp,breastcancer,4,4,2,0.0,0.8165306183620584,0.0,0.9035087719298246,28,0.9164835164835164
ccp,kr-vs-kp,64,64,8,0.25,1.3847633119176872,0.0,0.5328125,64,0.519554947407045
ccp,kr-vs-kp,128,128,1,0.0625,1.3847633119176872,0.0,0.5328125,128,0.519554947407045
lgbm_base,kr-vs-kp,1024,1024,8,0.0,0.9964788732394366,0.0,0.9765625,53972,0.9730105644569471
lgbm_quant,kr-vs-kp,1024,1024,8,0.0,0.9827856025039123,0.0,0.9609375,53972,0.9730105644569471
cegb,breastcancer,1,1,2,0.0,0.6395604395604395,0.0,0.5789473684210527,7,0.6395604395604396
ccp,kr-vs-kp,256,256,2,0.0625,1.3847633119176872,0.0,0.5328125,256,0.519554947407045
ccp,breastcancer,128,128,2,0.015625,0.42019782042291276,0.0,0.9035087719298246,162,0.9252747252747252
ccp,breastcancer,128,128,1,0.0625,0.7498548892725696,0.0,0.8771929824561403,140,0.90989010989011
ccp,kr-vs-kp,128,128,8,0.0,0.012641349687666193,0.0,0.9828125,25074,0.9835685237279843
ccp,kr-vs-kp,256,256,1,0.25,1.3847633119176872,0.0,0.5328125,256,0.519554947407045
ccp,kr-vs-kp,512,512,2,0.25,1.3847633119176872,0.0,0.5328125,512,0.519554947407045
ccp,kr-vs-kp,256,256,4,0.015625,0.775499867307551,0.0,0.9359375,304,0.9420965325342466
ccp,breastcancer,256,256,2,0.0625,0.7498548892725694,0.0,0.8771929824561403,268,0.90989010989011
ccp,breastcancer,128,128,8,0.0,2.450751394311276e-06,0.0,0.9473684210526315,4366,0.9406593406593405
ccp,kr-vs-kp,1,1,2,0.0,1.3025665141681504,0.0,0.7921875,7,0.7738648177592955
ccp,breastcancer,4,4,4,0.25,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,256,256,1,0.25,1.307341365769712,0.0,0.5789473684210527,256,0.6395604395604396
ccp,breastcancer,16,16,1,0.25,1.307341365769712,0.0,0.5789473684210527,16,0.6395604395604396
ccp,breastcancer,4,4,8,0.0625,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,kr-vs-kp,512,512,4,0.0625,1.3847633119176872,0.0,0.5328125,512,0.519554947407045
ccp,breastcancer,8,8,1,0.015625,0.6496445011218579,0.0,0.8771929824561403,24,0.9120879120879122
ccp,kr-vs-kp,512,512,1,0.0,0.264453430461437,0.0,0.946875,1536,0.9495283451565557
ccp,breastcancer,512,512,2,0.25,1.307341365769712,0.0,0.5789473684210527,512,0.6395604395604396
ccp,kr-vs-kp,1024,1024,2,0.0,0.06627584052813791,0.0,0.9875,7070,0.9796531005381605
ccp,breastcancer,256,256,4,0.015625,0.42019782042291187,0.0,0.9035087719298246,290,0.9252747252747252
ccp,breastcancer,8,8,4,0.0,0.48222602429756867,0.0,0.956140350877193,216,0.9472527472527471
ccp,breastcancer,1,1,1,0.0625,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,512,512,1,0.0,0.011605600607120717,0.0,0.9473684210526315,1536,0.9736263736263735
lgbm_base,kr-vs-kp,1024,1024,4,0.0,0.9964788732394366,0.0,0.978125,25380,0.9802436246330725
lgbm_quant,kr-vs-kp,1024,1024,4,0.0,0.9964788732394366,0.0,0.978125,25380,0.9802436246330725
ccp,breastcancer,8,8,8,0.25,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,kr-vs-kp,1024,1024,4,0.25,1.3847633119176872,0.0,0.5328125,1024,0.519554947407045
ccp,breastcancer,512,512,4,0.0625,0.74985488927257,0.0,0.8771929824561403,524,0.90989010989011
ccp,breastcancer,16,16,2,0.125,1.0557101582483022,0.0,0.5789473684210527,20,0.6395604395604396
ccp,breastcancer,16,16,4,0.03125,0.5696738943357159,0.0,0.8771929824561403,36,0.9164835164835166
ccp,breastcancer,32,32,2,0.5,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,1,1,2,0.015625,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
ccp,breastcancer,16,16,8,0.0078125,0.3787043279141438,0.0,0.9210526315789473,64,0.9362637362637362
ccp,breastcancer,1,1,4,0.0078125,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
ccp,breastcancer,2,2,1,0.5,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
ccp,breastcancer,64,64,1,0.0078125,0.35222239242006237,0.0,0.9035087719298246,104,0.9384615384615385
ccp,breastcancer,2,2,2,0.125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,32,32,4,0.125,1.055709617955072,0.0,0.5789473684210527,36,0.6395604395604396
ccp,breastcancer,2,2,8,0.0078125,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,2,2,4,0.03125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,4,4,2,0.5,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,32,32,8,0.03125,0.569668831961861,0.0,0.8771929824561403,52,0.9164835164835166
ccp,breastcancer,1024,1024,2,0.0,1.2164957128613084e-07,0.0,0.9385964912280702,6688,0.9758241758241757
ccp,breastcancer,64,64,4,0.5,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,4,4,4,0.125,1.0557166072696227,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,16,16,1,0.125,1.0557101582483022,0.0,0.5789473684210527,20,0.6395604395604396
ccp,breastcancer,4,4,8,0.03125,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,breastcancer,8,8,1,0.0078125,0.6496445011218579,0.0,0.8771929824561403,24,0.9120879120879122
ccp,breastcancer,1,1,1,0.03125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,8,8,4,0.5,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,8,8,8,0.125,1.055712616880436,0.0,0.5789473684210527,12,0.6395604395604396
ccp,breastcancer,16,16,2,0.0625,0.7498574207810736,0.0,0.8771929824561403,28,0.90989010989011
ccp,breastcancer,1,1,2,0.0078125,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
ccp,breastcancer,2,2,2,0.0625,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,1,1,8,0.0,1.1174345385368716,0.0,0.5789473684210527,45,0.6395604395604396
ccp,breastcancer,2,2,1,0.25,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
ccp,breastcancer,16,16,4,0.015625,0.42020795933562805,0.0,0.9035087719298246,50,0.9252747252747252
ccp,breastcancer,4,4,1,0.0,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,breastcancer,32,32,1,0.0,0.2489304571667419,0.0,0.9122807017543859,96,0.9472527472527471
ccp,breastcancer,32,32,2,0.25,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,2,2,4,0.015625,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,4,4,2,0.25,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
lgbm_base,kr-vs-kp,512,512,1,0.0,0.951095461658842,0.0,0.946875,1536,0.9467901479941292
lgbm_quant,kr-vs-kp,512,512,1,0.0,0.951095461658842,0.0,0.946875,1536,0.9467901479941292
lgbm_base,kr-vs-kp,128,128,8,0.0,0.9956964006259781,0.0,0.9796875,7556,0.9839599131604697
lgbm_quant,kr-vs-kp,128,128,8,0.0,0.9956964006259781,0.0,0.9796875,7556,0.9839599131604697
ccp,breastcancer,32,32,4,0.0625,0.7498549762412502,0.0,0.8771929824561403,44,0.90989010989011
ccp,breastcancer,64,64,2,0.0,0.05264978263064063,0.0,0.9385964912280702,444,0.9648351648351647
ccp,breastcancer,32,32,8,0.015625,0.42019816884613526,0.0,0.9035087719298246,66,0.9252747252747252
ccp,breastcancer,64,64,4,0.25,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,1024,1024,4,0.25,1.307341365769712,0.0,0.5789473684210527,1024,0.6395604395604396
ccp,breastcancer,4,4,4,0.0625,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,breastcancer,16,16,1,0.0625,0.7498574207810736,0.0,0.8771929824561403,28,0.90989010989011
ccp,breastcancer,4,4,8,0.015625,0.8526060493842953,0.0,0.8771929824561403,16,0.90989010989011
ccp,breastcancer,8,8,2,0.0,0.5648792872125278,0.0,0.9210526315789473,56,0.934065934065934
ccp,breastcancer,1,1,1,0.015625,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,8,8,4,0.25,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
lgbm_base,kr-vs-kp,1024,1024,2,0.0,0.9890453834115805,0.0,0.9859375,7122,0.9567675207925637
lgbm_quant,kr-vs-kp,1024,1024,2,0.0,0.9354460093896714,0.0,0.928125,7122,0.9567675207925637
ccp,breastcancer,8,8,8,0.0625,0.7498685394527785,0.0,0.8771929824561403,20,0.90989010989011
ccp,breastcancer,2,2,2,0.03125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,1,1,4,0.0,1.1273629585191984,0.0,0.5789473684210527,23,0.6395604395604396
ccp,breastcancer,16,16,2,0.03125,0.5696738943357159,0.0,0.8771929824561403,36,0.9164835164835166
ccp,breastcancer,1,1,8,0.5,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,1,0.125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,4,4,1,0.5,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,2,2,4,0.0078125,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,4,4,2,0.125,1.0557166072696227,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,32,32,1,0.5,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,16,16,4,0.0078125,0.3787043279141438,0.0,0.9298245614035088,64,0.9362637362637362
ccp,breastcancer,32,32,2,0.125,1.055709617955072,0.0,0.5789473684210527,36,0.6395604395604396
ccp,breastcancer,32,32,4,0.03125,0.569668831961861,0.0,0.8771929824561403,52,0.9164835164835166
ccp,breastcancer,64,64,2,0.5,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,4,4,4,0.03125,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,breastcancer,16,16,1,0.03125,0.5696738943357159,0.0,0.8771929824561403,36,0.9164835164835166
ccp,breastcancer,32,32,8,0.0078125,0.3346616248699175,0.0,0.9122807017543859,86,0.9362637362637362
ccp,breastcancer,8,8,2,0.5,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,4,4,8,0.0078125,0.8305498991884104,0.0,0.8947368421052632,22,0.9120879120879121
ccp,breastcancer,64,64,4,0.125,1.0557095987607816,0.0,0.5789473684210527,68,0.6395604395604396
ccp,breastcancer,1,1,1,0.0078125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
lgbm_base,breastcancer,8,8,1,0.0,0.9362637362637363,0.0,0.8771929824561403,24,0.9252747252747253
lgbm_quant,breastcancer,8,8,1,0.0,0.9362637362637363,0.0,0.8771929824561403,24,0.9252747252747253
ccp,breastcancer,8,8,4,0.125,1.055712616880436,0.0,0.5789473684210527,12,0.6395604395604396
ccp,breastcancer,8,8,8,0.03125,0.6496445011218579,0.0,0.8771929824561403,24,0.9142857142857144
ccp,breastcancer,1,1,4,0.5,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,2,0.015625,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,1,1,8,0.25,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,1,0.0625,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,16,16,2,0.015625,0.42020795933562805,0.0,0.9035087719298246,50,0.9252747252747252
ccp,breastcancer,4,4,1,0.25,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,4,4,2,0.0625,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,breastcancer,2,2,8,0.0,0.9667781778510811,0.0,0.5789473684210527,78,0.6395604395604396
ccp,breastcancer,32,32,1,0.25,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,16,16,8,0.0,0.18955575717129192,0.0,0.9473684210526315,576,0.9362637362637362
ccp,breastcancer,32,32,2,0.0625,0.7498549762412502,0.0,0.8771929824561403,44,0.90989010989011
ccp,breastcancer,32,32,4,0.015625,0.42019816884613526,0.0,0.9035087719298246,66,0.9252747252747252
ccp,breastcancer,4,4,4,0.015625,0.8526060493842953,0.0,0.8771929824561403,16,0.90989010989011
ccp,breastcancer,64,64,2,0.25,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,16,16,1,0.015625,0.4342289578040366,0.0,0.8947368421052632,46,0.9252747252747253
ccp,breastcancer,8,8,1,0.0,0.6496445011218579,0.0,0.8771929824561403,24,0.9142857142857144
ccp,breastcancer,8,8,2,0.25,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,64,64,1,0.0,0.15002594761227905,0.0,0.9210526315789473,192,0.9604395604395604
ccp,breastcancer,1,1,2,0.0,1.1447125147365849,0.0,0.5789473684210527,7,0.6395604395604396
ccp,breastcancer,8,8,4,0.0625,0.7498685394527785,0.0,0.8771929824561403,20,0.90989010989011
ccp,breastcancer,64,64,4,0.0625,0.7498548893751185,0.0,0.8771929824561403,76,0.90989010989011
ccp,breastcancer,8,8,8,0.015625,0.6293914174382935,0.0,0.8947368421052632,28,0.9208791208791209
lgbm_base,breastcancer,4,4,8,0.0,0.9340659340659341,0.0,0.8771929824561403,90,0.9208791208791209
lgbm_quant,breastcancer,4,4,8,0.0,0.9340659340659341,0.0,0.8771929824561403,90,0.9208791208791209
ccp,breastcancer,1,1,4,0.25,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,2,0.0078125,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,1,1,8,0.125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,2,2,1,0.03125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,4,4,1,0.125,1.0557166072696227,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,4,4,2,0.03125,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,breastcancer,16,16,2,0.0078125,0.3787043279141438,0.0,0.9210526315789473,64,0.9384615384615383
ccp,breastcancer,2,2,8,0.5,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
ccp,breastcancer,32,32,1,0.125,1.055709617955072,0.0,0.5789473684210527,36,0.6395604395604396
ccp,breastcancer,16,16,8,0.5,1.307341365769712,0.0,0.5789473684210527,16,0.6395604395604396
ccp,breastcancer,32,32,2,0.03125,0.569668831961861,0.0,0.8771929824561403,52,0.9164835164835166
ccp,breastcancer,4,4,4,0.0078125,0.8305498991884104,0.0,0.9035087719298246,22,0.9120879120879121
ccp,breastcancer,16,16,1,0.0078125,0.4147391283532393,0.0,0.8947368421052632,48,0.9362637362637363
ccp,breastcancer,32,32,4,0.0078125,0.3346616248699175,0.0,0.9122807017543859,86,0.9362637362637362
ccp,breastcancer,8,8,1,0.5,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,8,8,2,0.125,1.055712616880436,0.0,0.5789473684210527,12,0.6395604395604396
ccp,breastcancer,64,64,2,0.125,1.0557095987607816,0.0,0.5789473684210527,68,0.6395604395604396
ccp,breastcancer,64,64,1,0.5,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,8,8,4,0.03125,0.6496445011218579,0.0,0.8771929824561403,24,0.9120879120879122
ccp,breastcancer,64,64,4,0.03125,0.5696686520398387,0.0,0.8771929824561403,84,0.9164835164835166
ccp,breastcancer,8,8,8,0.0078125,0.591237452899829,0.0,0.9122807017543859,40,0.9296703296703296
ccp,breastcancer,2,2,4,0.0,0.9807787875424305,0.0,0.5789473684210527,48,0.6395604395604396
ccp,breastcancer,1,1,8,0.0625,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,2,2,1,0.015625,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,4,4,1,0.0625,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945055
ccp,breastcancer,4,4,2,0.015625,0.8526060493842953,0.0,0.8771929824561403,16,0.90989010989011
ccp,breastcancer,2,2,8,0.25,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
ccp,breastcancer,16,16,4,0.0,0.2071273065981674,0.0,0.9210526315789473,462,0.9428571428571427
ccp,breastcancer,32,32,1,0.0625,0.7498549762412502,0.0,0.8771929824561403,44,0.90989010989011
ccp,breastcancer,32,32,2,0.015625,0.42019816884613526,0.0,0.9035087719298246,66,0.9252747252747252
ccp,breastcancer,16,16,8,0.25,1.307341365769712,0.0,0.5789473684210527,16,0.6395604395604396
ccp,breastcancer,4,4,8,0.0,0.7402334510974212,0.0,0.9385964912280702,148,0.9362637362637363
ccp,breastcancer,16,16,2,0.0,0.31140555731434744,0.0,0.9298245614035088,112,0.956043956043956
ccp,breastcancer,8,8,1,0.25,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,8,8,2,0.0625,0.7498685394527785,0.0,0.8771929824561403,20,0.90989010989011
ccp,breastcancer,32,32,8,0.0,0.036578835817828,0.0,0.9385964912280702,1122,0.9362637362637362
ccp,breastcancer,64,64,2,0.0625,0.7498548893751185,0.0,0.8771929824561403,76,0.90989010989011
ccp,breastcancer,64,64,1,0.25,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,8,8,4,0.015625,0.6293914174382935,0.0,0.8947368421052632,28,0.9208791208791209
ccp,breastcancer,16,16,1,0.0,0.4147391283532393,0.0,0.8947368421052632,48,0.9362637362637363
ccp,breastcancer,64,64,4,0.015625,0.4201978208337834,0.0,0.9035087719298246,98,0.9252747252747252
ccp,breastcancer,16,16,4,0.5,1.307341365769712,0.0,0.5789473684210527,16,0.6395604395604396
ccp,breastcancer,32,32,1,0.03125,0.569668831961861,0.0,0.8771929824561403,52,0.9164835164835166
ccp,breastcancer,32,32,2,0.0078125,0.3346616248699175,0.0,0.9122807017543859,86,0.9384615384615383
ccp,breastcancer,16,16,8,0.125,1.0557101582483022,0.0,0.5789473684210527,20,0.6395604395604396
ccp,breastcancer,16,16,2,0.5,1.307341365769712,0.0,0.5789473684210527,16,0.6395604395604396
ccp,breastcancer,32,32,8,0.5,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,64,64,1,0.125,1.0557095987607816,0.0,0.5789473684210527,68,0.6395604395604396
